State abbreviation,Grade,Subject,Parent Standard ID,Standard ID,Level,Standard Order,Standard Number,Standard Category,Standard Text,Adopted Year,Corresponding CA CCSS for ELA/Literacy
CA,4,English Language Learners,a828ae09-6ce8-4f15-873d-5547451de5b7,3e9af008-eb5d-4a1a-b644-d5ea72c95243,4,'13303507001002003000,II.A.2.B.,Knowledge of Language,Bridging,2012,
CA,4,English Language Learners,3e9af008-eb5d-4a1a-b644-d5ea72c95243,0fe5ffc1-5e94-4d67-aa95-a6e0eaec5275,5,'13303507001002003001,II.A.2.B.a.,Knowledge of Language,"Apply increasing understanding of language resources for referring the reader back or forward in text (e.g., how pronouns, synonyms, or nominalizations refer back to nouns in text) to comprehending texts and writing cohesive texts.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, SL.4.4, L.4.1, L.4.3"
CA,4,English Language Learners,3e9af008-eb5d-4a1a-b644-d5ea72c95243,d2930d00-7658-40e3-9dd4-a056447036dd,5,'13303507001002003002,II.A.2.B.b.,Knowledge of Language,"Apply increasing understanding of how ideas, events, or reasons are linked throughout a text using an increasing variety of academic connecting and transitional words or phrases (e.g., for instance, in addition, at the end) to comprehending texts and writing cohesive texts.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, SL.4.4, L.4.1, L.4.3"
CA,4,English Language Learners,19dcbdc5-5800-45e2-8e4e-fcfffc26149e,feaf02aa-e6b9-4349-a7b0-7cacf5bf04cf,2,'13303507002000000000,II.B.,Knowledge of Language,Expanding and Enriching Ideas,2012,
CA,4,English Language Learners,feaf02aa-e6b9-4349-a7b0-7cacf5bf04cf,ae5b520d-158d-493b-beba-1d6e70a6da3c,3,'13303507002001000000,II.B.3.,Knowledge of Language,Using verbs and verb phrases,2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,ae5b520d-158d-493b-beba-1d6e70a6da3c,9f818e76-6c15-4dc5-9c46-dbbc8f2c73e3,4,'13303507002001001000,II.B.3.EM.,Knowledge of Language,Emerging,2012,
CA,4,English Language Learners,9f818e76-6c15-4dc5-9c46-dbbc8f2c73e3,602154bb-97f2-4616-9845-b943cbe5ff2e,5,'13303507002001001001,II.B.3.EM.a.,Knowledge of Language,"Use various verbs/verb types (e.g., doing, saying, being/having, thinking/feeling) and tenses appropriate for the text type and discipline (e.g., simple past for recounting an experience) for familiar topics.",2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,ae5b520d-158d-493b-beba-1d6e70a6da3c,bef08387-779d-41dc-8adc-e6663ac24e02,4,'13303507002001002000,II.B.3.EX.,Knowledge of Language,Expanding,2012,
CA,4,English Language Learners,bef08387-779d-41dc-8adc-e6663ac24e02,07ed62ab-5d3a-4167-8014-17c2a8a3cbc1,5,'13303507002001002001,II.B.3.EX.a.,Knowledge of Language,"Use various verbs/verb types (e.g., doing, saying, being/having, thinking/feeling) and tenses appropriate for the task, text type, and discipline (e.g., simple past for retelling, timeless present for science explanation) for an increasing variety of familiar and new topics.",2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,ae5b520d-158d-493b-beba-1d6e70a6da3c,0fe5d087-978e-4242-a670-c67d13f53585,4,'13303507002001003000,II.B.3.B.,Knowledge of Language,Bridging,2012,
CA,4,English Language Learners,0fe5d087-978e-4242-a670-c67d13f53585,9d2f8176-a46a-41c9-9817-d1caa2252c2f,5,'13303507002001003001,II.B.3.B.a.,Knowledge of Language,"Use various verbs/verb types (e.g., doing, saying, being/having, thinking/feeling) and tenses appropriate for the task and text type (e.g., timeless present for science explanation, mixture of past and present for historical information report) for a variety of familiar and new topics.",2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,feaf02aa-e6b9-4349-a7b0-7cacf5bf04cf,000fcd24-08e8-4337-9a29-25d3f81c8297,3,'13303507002002000000,II.B.4.,Knowledge of Language,Using nouns and noun phrases,2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,000fcd24-08e8-4337-9a29-25d3f81c8297,486ffdc2-3e8d-486b-89f9-36b536b1f4b1,4,'13303507002002001000,II.B.4.EM.,Knowledge of Language,Emerging,2012,
CA,4,English Language Learners,486ffdc2-3e8d-486b-89f9-36b536b1f4b1,09b0b0b3-a388-4da1-a033-932e3bb07f3e,5,'13303507002002001001,II.B.4.EM.a.,Knowledge of Language,"Expand noun phrases in simple ways (e.g., adding an adjective) in order to enrich the meaning of sentences and add details about ideas, people, things, etc.",2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,000fcd24-08e8-4337-9a29-25d3f81c8297,1ea1220a-4a75-4e21-93e5-9277b8920629,4,'13303507002002002000,II.B.4.EX.,Knowledge of Language,Expanding,2012,
CA,4,English Language Learners,1ea1220a-4a75-4e21-93e5-9277b8920629,d5681700-bebd-47ac-a9cc-86b3789d283d,5,'13303507002002002001,II.B.4.EX.a.,Knowledge of Language,"Expand noun phrases in a variety of ways (e.g., adding adjectives to noun phrases or simple clause embedding) in order to enrich the meaning of sentences and add details about ideas, people, things, etc.",2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,000fcd24-08e8-4337-9a29-25d3f81c8297,019c48c7-e638-4fe6-bc0a-26887ae5f3e6,4,'13303507002002003000,II.B.4.B.,Knowledge of Language,Bridging,2012,
CA,4,English Language Learners,019c48c7-e638-4fe6-bc0a-26887ae5f3e6,373a9de7-d097-4f65-b0db-9e3efc203ad6,5,'13303507002002003001,II.B.4.B.a.,Knowledge of Language,"Expand noun phrases in an increasing variety of ways (e.g., adding general academic adjectives and adverbs to noun phrases or more complex clause embedding) in order to enrich the meaning of sentences and add details about ideas, people, things, etc.",2012,"W.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,feaf02aa-e6b9-4349-a7b0-7cacf5bf04cf,1ad1c1a6-395d-478b-965d-30d8d40a0351,3,'13303507002003000000,II.B.5.,Knowledge of Language,Modifying to add details,2012,"W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,1ad1c1a6-395d-478b-965d-30d8d40a0351,92dce21d-130b-4fe4-abb8-1b5b172a7732,4,'13303507002003001000,II.B.5.EM.,Knowledge of Language,Emerging,2012,
CA,4,English Language Learners,92dce21d-130b-4fe4-abb8-1b5b172a7732,3f5090c2-a1df-458f-860a-9e6dbd03fab0,5,'13303507002003001001,II.B.5.EM.a.,Knowledge of Language,"Expand sentences with familiar adverbials (e.g., basic prepositional phrases) to provide details (e.g., time, manner, place, cause, etc.) about a familiar activity or process (e.g., They walked to the soccer field.).",2012,"W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,1ad1c1a6-395d-478b-965d-30d8d40a0351,48f0d182-54cd-4e34-a75e-f627124e7175,4,'13303507002003002000,II.B.5.EX.,Knowledge of Language,Expanding,2012,
CA,4,English Language Learners,48f0d182-54cd-4e34-a75e-f627124e7175,33729d83-77ef-46e8-870e-c42b652e8d96,5,'13303507002003002001,II.B.5.EX.a.,Knowledge of Language,"Expand sentences with a growing variety of adverbials (e.g., adverbs, prepositional phrases) to provide details (e.g., time, manner, place, cause, etc.) about a familiar or new activity or process (e.g., They worked quietly. They ran across the soccer field.).",2012,"W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,1ad1c1a6-395d-478b-965d-30d8d40a0351,c1aa3d37-f82a-4150-babd-aaa43f90d573,4,'13303507002003003000,II.B.5.B.,Knowledge of Language,Bridging,2012,
CA,4,English Language Learners,c1aa3d37-f82a-4150-babd-aaa43f90d573,1c5dfa5f-ec0c-4e11-a30e-81e78cddd7a4,5,'13303507002003003001,II.B.5.B.a.,Knowledge of Language,"Expand sentences with a variety of adverbials (e.g., adverbs, adverb phrases, prepositional phrases) to provide details (e.g., time, manner, place, cause, etc.) about a variety of familiar and new activities and processes (e.g., They worked quietly all night in their room.).",2012,"W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,19dcbdc5-5800-45e2-8e4e-fcfffc26149e,d048cd6d-feaf-4c4f-bda0-cc610382fa38,2,'13303507003000000000,II.C.,Knowledge of Language,Connecting and Condensing Ideas,2012,
CA,4,English Language Learners,d048cd6d-feaf-4c4f-bda0-cc610382fa38,a189532c-76ef-4f49-917f-08a92d4f7235,3,'13303507003001000000,II.C.6.,Knowledge of Language,Connecting ideas,2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,a189532c-76ef-4f49-917f-08a92d4f7235,266a28a8-5009-4f09-b054-933dfda7f6d2,4,'13303507003001001000,II.C.6.EM.,Knowledge of Language,Emerging,2012,
CA,4,English Language Learners,266a28a8-5009-4f09-b054-933dfda7f6d2,9e811033-9854-4a54-a0aa-5a8713033b9b,5,'13303507003001001001,II.C.6.EM.a.,Knowledge of Language,"Combine clauses in a few basic ways to make connections between and join ideas in sentences (e.g., creating compound sentences using coordinate conjunctions, such as and, but, so).",2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,a189532c-76ef-4f49-917f-08a92d4f7235,cc55ecb0-a37f-4d31-9c0c-5eda5f253f19,4,'13303507003001002000,II.C.6.EX.,Knowledge of Language,Expanding,2012,
CA,4,English Language Learners,cc55ecb0-a37f-4d31-9c0c-5eda5f253f19,a81df02b-ea9c-4689-b2ab-7ead5dbfc5d8,5,'13303507003001002001,II.C.6.EX.a.,Knowledge of Language,"Combine clauses in an increasing variety of ways (e.g., creating complex sentences using familiar subordinate conjunctions) to make connections between and join ideas in sentences, for example. to express cause/effect (e.g., The deer ran because the mountain lion came.) or to make a concession (e.g., She studied all night even though she wasn’t feeling well.).",2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,a189532c-76ef-4f49-917f-08a92d4f7235,bd172ec2-ac75-4b92-a450-3854fdbc8207,4,'13303507003001003000,II.C.6.B.,Knowledge of Language,Bridging,2012,
CA,4,English Language Learners,bd172ec2-ac75-4b92-a450-3854fdbc8207,d5e60692-7cb8-4e4f-8b22-8015da878488,5,'13303507003001003001,II.C.6.B.a.,Knowledge of Language,"Combine clauses in a wide variety of ways (e.g., creating complex sentences using a variety of subordinate conjunctions) to make connections between and join ideas, for example, to express cause/effect (e.g., Since the lion was at the waterhole, the deer ran away.), to make a concession, or to link two ideas that happen at the same time (e.g., The cubs played while their mother hunted.).",2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,d048cd6d-feaf-4c4f-bda0-cc610382fa38,b0c1a868-86d9-4158-ae0d-0439f09bb3c4,3,'13303507003002000000,II.C.7.,Knowledge of Language,Condensing ideas,2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,b0c1a868-86d9-4158-ae0d-0439f09bb3c4,6d7def1b-ea3a-4e2e-8824-202a3ca4ce6f,4,'13303507003002001000,II.C.7.EM.,Knowledge of Language,Emerging,2012,
CA,4,English Language Learners,6d7def1b-ea3a-4e2e-8824-202a3ca4ce6f,caedf0f2-72f6-4e82-9911-0f5fef15fe13,5,'13303507003002001001,II.C.7.EM.a.,Knowledge of Language,"Condense clauses in simple ways (e.g., through simple embedded clauses as in, The woman is a doctor. She helps children. -> The woman is a doctor who helps children.) to create precise and detailed sentences.",2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,b0c1a868-86d9-4158-ae0d-0439f09bb3c4,d69a78bc-f487-4a5b-89dd-8021e2e30582,4,'13303507003002002000,II.C.7.EX.,Knowledge of Language,Expanding,2012,
CA,4,English Language Learners,d69a78bc-f487-4a5b-89dd-8021e2e30582,c30b71f8-2d75-422d-a5e9-f4d5010ef842,5,'13303507003002002001,II.C.7.EX.a.,Knowledge of Language,"Condense clauses in an increasing variety of ways (e.g., through a growing number of embedded clauses and other condensing as in, The dog ate quickly. The dog choked. -> The dog ate so quickly that it choked.) to create precise and detailed sentences.",2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,b0c1a868-86d9-4158-ae0d-0439f09bb3c4,1ac79e0c-f6f5-4fe2-9f04-4717bf0a3a9e,4,'13303507003002003000,II.C.7.B.,Knowledge of Language,Bridging,2012,
CA,4,English Language Learners,1ac79e0c-f6f5-4fe2-9f04-4717bf0a3a9e,dc8fff19-698e-4c97-aac3-32d23068c280,5,'13303507003002003001,II.C.7.B.a.,Knowledge of Language,"Condense clauses in a variety of ways (e.g., through various types of embedded clauses and other ways of condensing as in, There was a Gold Rush. It began in the 1850s. It brought a lot of people to California. -> The Gold Rush that began in the 1850s brought a lot of people to California.) to create precise and detailed sentences.",2012,"W.4.1, W.4.2, W.4.3, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,0,b0a162cf-fbc9-4084-afed-e0e0fa60a3b3,1,'13303508000000000000,CA.III.,Text and Discourse,Part III: Using Foundational Literacy Skills,2012,
CA,4,English Language Learners,b0a162cf-fbc9-4084-afed-e0e0fa60a3b3,19df720a-f520-475d-83e2-7e7da670f293,2,'13303508001000000000,III.A.,Text and Discourse,Foundational Literacy Skills:,2012,
CA,4,English Language Learners,19df720a-f520-475d-83e2-7e7da670f293,47cdd0ab-dbf1-46b9-b9d7-8d0aee22ebdc,3,'13303508001001000000,III.A.1.,Text and Discourse,Literacy in an Alphabetic Writing System,2012,
CA,4,English Language Learners,47cdd0ab-dbf1-46b9-b9d7-8d0aee22ebdc,43f36d8c-b310-48b1-93c9-00c37f20939d,4,'13303508001001001000,III.A.1.a.,Text and Discourse,Print concepts,2012,
CA,4,English Language Learners,47cdd0ab-dbf1-46b9-b9d7-8d0aee22ebdc,94ccd495-0a2e-41dc-a86f-9ce0ce3c6914,4,'13303508001001002000,III.A.1.b.,Text and Discourse,Phonological awareness,2012,
CA,4,English Language Learners,47cdd0ab-dbf1-46b9-b9d7-8d0aee22ebdc,806c1745-7394-4fb3-9aee-a1df031d397c,4,'13303508001001003000,III.A.1.c.,Text and Discourse,Phonics & word recognition,2012,
CA,4,English Language Learners,47cdd0ab-dbf1-46b9-b9d7-8d0aee22ebdc,bbb351ed-1395-4334-a900-9f00c6799241,4,'13303508001001004000,III.A.1.d.,Text and Discourse,Fluency,2012,
CA,5,English Language Learners,0,e8b4b067-fb51-4836-93fa-dbe0cb07cda7,1,'13303509000000000000,CA.I.,Mode of Communication,Part I: Interacting in Meaningful Ways,2012,
CA,5,English Language Learners,e8b4b067-fb51-4836-93fa-dbe0cb07cda7,7693a24a-f3b4-4bc7-89da-1f852478105b,2,'13303509001000000000,I.A.,Mode of Communication,Collaborative,2012,
CA,5,English Language Learners,7693a24a-f3b4-4bc7-89da-1f852478105b,cf917c0f-df6c-4e0f-b1c8-b2c5fa68ac31,3,'13303509001001000000,I.A.1.,Mode of Communication,Exchanging information and ideas with others through oral collaborative discussions on a range of social and academic topics,2012,"SL.5.1, SL.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,cf917c0f-df6c-4e0f-b1c8-b2c5fa68ac31,8b7911ee-8d4c-4d2d-a2d8-b7b5eae3decb,4,'13303509001001001000,I.A.1.EM.,Mode of Communication,Emerging,2012,
CA,5,English Language Learners,8b7911ee-8d4c-4d2d-a2d8-b7b5eae3decb,56496a74-140a-4929-a70d-a0bf9a3c50f7,5,'13303509001001001001,I.A.1.EM.a.,Mode of Communication,Contribute to conversations and express ideas by asking and answering yes_no and wh_ questions and responding using short phrases.,2012,"SL.5.1, SL.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,cf917c0f-df6c-4e0f-b1c8-b2c5fa68ac31,af2e261a-9d68-4297-9bed-aae70f7b775e,4,'13303509001001002000,I.A.1.EX.,Mode of Communication,Expanding,2012,
CA,5,English Language Learners,af2e261a-9d68-4297-9bed-aae70f7b775e,3192ef0d-e4d6-4b78-80e5-5be7ed256eb2,5,'13303509001001002001,I.A.1.EX.a.,Mode of Communication,"Contribute to class, group, and partner discussions, including sustained dialogue, by following turn_taking rules, asking relevant questions, affirming others, and adding relevant information.",2012,"SL.5.1, SL.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,cf917c0f-df6c-4e0f-b1c8-b2c5fa68ac31,4aa9fe9a-d1a9-4a98-964f-f21ce0e6349e,4,'13303509001001003000,I.A.1.B.,Mode of Communication,Bridging,2012,
CA,5,English Language Learners,4aa9fe9a-d1a9-4a98-964f-f21ce0e6349e,b13da149-cac2-442f-b50e-0516acae54aa,5,'13303509001001003001,I.A.1.B.a.,Mode of Communication,"Contribute to class, group, and partner discussions, including sustained dialogue, by following turn_taking rules, asking relevant questions, affirming others, adding relevant information, building on responses, and providing useful feedback.",2012,"SL.5.1, SL.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,7693a24a-f3b4-4bc7-89da-1f852478105b,5fa70dfa-fa10-44c5-b946-b9cd7cd331bf,3,'13303509001002000000,I.A.2.,Mode of Communication,"Interacting with others in written English in various communicative forms (print, communicative technology, and multimedia)",2012,"W.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,5fa70dfa-fa10-44c5-b946-b9cd7cd331bf,e615d596-a92c-482c-a2e7-d07a913c7232,4,'13303509001002001000,I.A.2.EM.,Mode of Communication,Emerging,2012,
CA,5,English Language Learners,e615d596-a92c-482c-a2e7-d07a913c7232,f9d03bab-17c9-4cc3-a274-8af2cb2f1cfc,5,'13303509001002001001,I.A.2.EM.a.,Mode of Communication,"Collaborate with peers on joint writing projects of short informational and literary texts, using technology where appropriate for publishing, graphics, etc.",2012,"W.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,5fa70dfa-fa10-44c5-b946-b9cd7cd331bf,9fc1389d-e93a-42de-bed3-97139c716aa1,4,'13303509001002002000,I.A.2.EX.,Mode of Communication,Expanding,2012,
CA,5,English Language Learners,9fc1389d-e93a-42de-bed3-97139c716aa1,f6ee99e5-7e71-4be9-b4ca-bae53b96fdee,5,'13303509001002002001,I.A.2.EX.a.,Mode of Communication,"Collaborate with peers on joint writing projects of longer informational and literary texts, using technology where appropriate for publishing, graphics, etc.",2012,"W.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,5fa70dfa-fa10-44c5-b946-b9cd7cd331bf,89297b77-18ba-4f13-b463-132842bd526a,4,'13303509001002003000,I.A.2.B.,Mode of Communication,Bridging,2012,
CA,5,English Language Learners,89297b77-18ba-4f13-b463-132842bd526a,04887681-92d7-45eb-9c0b-784dfed5429a,5,'13303509001002003001,I.A.2.B.a.,Mode of Communication,"Collaborate with peers on joint writing projects of a variety of longer informational and literary texts, using technology where appropriate for publishing, graphics, etc.",2012,"W.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,7693a24a-f3b4-4bc7-89da-1f852478105b,a117c9a5-474b-4198-b002-fea5ffd11a33,3,'13303509001003000000,I.A.3.,Mode of Communication,Offering and supporting opinions and negotiating with others in communicative exchanges,2012,"SL.5.1, SL.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,a117c9a5-474b-4198-b002-fea5ffd11a33,d8c4041a-f7d4-4a67-b22f-e8d4a6409c01,4,'13303509001003001000,I.A.3.EM.,Mode of Communication,Emerging,2012,
CA,5,English Language Learners,d8c4041a-f7d4-4a67-b22f-e8d4a6409c01,e55659d3-95df-4fd9-b7ef-8f0ea51d5f9f,5,'13303509001003001001,I.A.3.EM.a.,Mode of Communication,"Negotiate with or persuade others in conversations using basic learned phrases (e.g., I think . . .), as well as open responses, in order to gain and/or hold the floor.",2012,"SL.5.1, SL.5.6, L.5.1, L.5.3, L.5.6"
CA,5,English Language Learners,a117c9a5-474b-4198-b002-fea5ffd11a33,94073e68-6641-4700-b11e-fc93ee469cdb,4,'13303509001003002000,I.A.3.EX.,Mode of Communication,Expanding,2012,
